LNTITLE,fips,TOT_EST_2016,CVAP_EST_2016
Asian and White,48123,4,4
Black or African American and White,48123,10,10
American Indian or Alaska Native and Black or African American,48123,0,0
Remainder of Two or More Race Responses,48123,0,0
Hispanic or Latino,48123,7015,4455
Total,48125,2235,1680
Not Hispanic or Latino,48125,1610,1305
American Indian or Alaska Native Alone,48125,4,4
Asian Alone,48125,4,4
Black or African American Alone,48125,95,95
Native Hawaiian or Other Pacific Islander Alone,48125,0,0
White Alone,48125,1510,1205
American Indian or Alaska Native and White,48125,0,0
Asian and White,48125,0,0
Black or African American and White,48125,4,0
American Indian or Alaska Native and Black or African American,48125,0,0
Remainder of Two or More Race Responses,48125,0,0
Hispanic or Latino,48125,625,375
Total,48127,10840,7290
Not Hispanic or Latino,48127,1500,1150
American Indian or Alaska Native Alone,48127,0,0
Asian Alone,48127,25,25
Black or African American Alone,48127,15,15
Native Hawaiian or Other Pacific Islander Alone,48127,0,0
White Alone,48127,1465,1110
American Indian or Alaska Native and White,48127,0,0
Asian and White,48127,0,0
Black or African American and White,48127,0,0
American Indian or Alaska Native and Black or African American,48127,0,0
Remainder of Two or More Race Responses,48127,0,0
Hispanic or Latino,48127,9340,6145
Total,48129,3505,2760
Not Hispanic or Latino,48129,3145,2540
American Indian or Alaska Native Alone,48129,30,30
Asian Alone,48129,20,10
Black or African American Alone,48129,140,105
Native Hawaiian or Other Pacific Islander Alone,48129,4,4
White Alone,48129,2880,2360
American Indian or Alaska Native and White,48129,4,4
Asian and White,48129,10,0
Black or African American and White,48129,50,15
American Indian or Alaska Native and Black or African American,48129,0,0
Remainder of Two or More Race Responses,48129,10,10
Hispanic or Latino,48129,365,220
Total,48131,11510,8475
Not Hispanic or Latino,48131,1255,1175
American Indian or Alaska Native Alone,48131,30,10
Asian Alone,48131,40,40
Black or African American Alone,48131,150,110
Native Hawaiian or Other Pacific Islander Alone,48131,0,0
White Alone,48131,1035,1015
American Indian or Alaska Native and White,48131,4,4
Asian and White,48131,0,0
Black or African American and White,48131,0,0
American Indian or Alaska Native and Black or African American,48131,0,0
Remainder of Two or More Race Responses,48131,0,0
Hispanic or Latino,48131,10255,7295
Total,48133,18250,13940
Not Hispanic or Latino,48133,15400,12460
American Indian or Alaska Native Alone,48133,40,40
Asian Alone,48133,60,60
Black or African American Alone,48133,385,385
Native Hawaiian or Other Pacific Islander Alone,48133,0,0
White Alone,48133,14645,11830
American Indian or Alaska Native and White,48133,140,140
Asian and White,48133,0,0
Black or African American and White,48133,120,4
American Indian or Alaska Native and Black or African American,48133,0,0
Remainder of Two or More Race Responses,48133,4,4
Hispanic or Latino,48133,2850,1480
Total,48135,153175,94895
Not Hispanic or Latino,48135,64805,49235
American Indian or Alaska Native Alone,48135,295,265
Asian Alone,48135,1525,760
Black or African American Alone,48135,6260,4325
Native Hawaiian or Other Pacific Islander Alone,48135,4,4
White Alone,48135,54820,43025
American Indian or Alaska Native and White,48135,860,645
Asian and White,48135,70,55
Black or African American and White,48135,790,100
American Indian or Alaska Native and Black or African American,48135,0,0
Remainder of Two or More Race Responses,48135,185,55
Hispanic or Latino,48135,88370,45660
Total,48137,2030,1640
Not Hispanic or Latino,48137,930,800
American Indian or Alaska Native Alone,48137,4,4
Asian Alone,48137,0,0
Black or African American Alone,48137,4,4
Native Hawaiian or Other Pacific Islander Alone,48137,0,0
White Alone,48137,925,795
American Indian or Alaska Native and White,48137,0,0
Asian and White,48137,0,0
Black or African American and White,48137,0,0
American Indian or Alaska Native and Black or African American,48137,0,0
Remainder of Two or More Race Responses,48137,0,0
Hispanic or Latino,48137,1100,840
Total,48139,160225,108030
Not Hispanic or Latino,48139,120090,90550
American Indian or Alaska Native Alone,48139,355,250
Asian Alone,48139,1050,575
Black or African American Alone,48139,14525,10410
Native Hawaiian or Other Pacific Islander Alone,48139,60,25
White Alone,48139,101625,77940
American Indian or Alaska Native and White,48139,1055,790
Asian and White,48139,280,110
Black or African American and White,48139,775,205
American Indian or Alaska Native and Black or African American,48139,140,110
Remainder of Two or More Race Responses,48139,225,130
Hispanic or Latino,48139,40135,17485
Total,48141,833590,483505
Not Hispanic or Latino,48141,151885,114090
American Indian or Alaska Native Alone,48141,2240,1655
Asian Alone,48141,8940,4810
Black or African American Alone,48141,25445,18710
Native Hawaiian or Other Pacific Islander Alone,48141,1055,610
White Alone,48141,107790,84785
American Indian or Alaska Native and White,48141,1110,925
Asian and White,48141,2025,900
Black or African American and White,48141,1665,770
American Indian or Alaska Native and Black or African American,48141,310,300
Remainder of Two or More Race Responses,48141,1300,630
Hispanic or Latino,48141,681710,369415
Total,48143,40640,30175
Not Hispanic or Latino,48143,32425,26395
American Indian or Alaska Native Alone,48143,200,100
Asian Alone,48143,295,65
Black or African American Alone,48143,630,505
Native Hawaiian or Other Pacific Islander Alone,48143,0,0
White Alone,48143,30880,25360
American Indian or Alaska Native and White,48143,210,210
Asian and White,48143,15,15
Black or African American and White,48143,160,110
American Indian or Alaska Native and Black or African American,48143,10,10
Remainder of Two or More Race Responses,48143,25,25
Hispanic or Latino,48143,8215,3780
Total,48145,17265,12975
Not Hispanic or Latino,48145,13380,10885
American Indian or Alaska Native Alone,48145,35,30
Asian Alone,48145,40,40
Black or African American Alone,48145,4155,3190
Native Hawaiian or Other Pacific Islander Alone,48145,25,25
White Alone,48145,8920,7475
American Indian or Alaska Native and White,48145,90,70
Asian and White,48145,15,0
Black or African American and White,48145,70,30
American Indian or Alaska Native and Black or African American,48145,25,25
Remainder of Two or More Race Responses,48145,10,4
Hispanic or Latino,48145,3885,2095
Total,48147,33755,25240
Not Hispanic or Latino,48147,30240,23965
American Indian or Alaska Native Alone,48147,110,90
Asian Alone,48147,175,60
Black or African American Alone,48147,2285,1965
Native Hawaiian or Other Pacific Islander Alone,48147,20,20
White Alone,48147,26930,21395
American Indian or Alaska Native and White,48147,490,375
Asian and White,48147,45,20
Black or African American and White,48147,155,25
American Indian or Alaska Native and Black or African American,48147,10,0
Remainder of Two or More Race Responses,48147,30,15
Hispanic or Latino,48147,3515,1275
Total,48149,24910,18540
Not Hispanic or Latino,48149,19955,16390
American Indian or Alaska Native Alone,48149,10,10
Asian Alone,48149,170,55
Black or African American Alone,48149,1590,1105
Native Hawaiian or Other Pacific Islander Alone,48149,10,10
White Alone,48149,18040,15090
American Indian or Alaska Native and White,48149,40,35
Asian and White,48149,10,10
Black or African American and White,48149,45,25
American Indian or Alaska Native and Black or African American,48149,25,25
Remainder of Two or More Race Responses,48149,25,25
Hispanic or Latino,48149,4955,2155
Total,48151,3845,2980
Not Hispanic or Latino,48151,2645,2175
American Indian or Alaska Native Alone,48151,0,0
Asian Alone,48151,15,15
Black or African American Alone,48151,135,130
Native Hawaiian or Other Pacific Islander Alone,48151,4,4
White Alone,48151,2475,2025
American Indian or Alaska Native and White,48151,0,0
Asian and White,48151,4,0
Black or African American and White,48151,10,0
American Indian or Alaska Native and Black or African American,48151,0,0
Remainder of Two or More Race Responses,48151,0,0
Hispanic or Latino,48151,1205,810
Total,48153,6090,4120
Not Hispanic or Latino,48153,2610,2185
American Indian or Alaska Native Alone,48153,15,15
Asian Alone,48153,4,4
Black or African American Alone,48153,155,110
Native Hawaiian or Other Pacific Islander Alone,48153,0,0
White Alone,48153,2355,2005
American Indian or Alaska Native and White,48153,65,50
Asian and White,48153,10,0
Black or African American and White,48153,4,0
American Indian or Alaska Native and Black or African American,48153,0,0
Remainder of Two or More Race Responses,48153,0,0
Hispanic or Latino,48153,3480,1935
Total,48155,1320,1025
Not Hispanic or Latino,48155,1105,905
American Indian or Alaska Native Alone,48155,0,0
Asian Alone,48155,0,0
Black or African American Alone,48155,25,15
Native Hawaiian or Other Pacific Islander Alone,48155,0,0
White Alone,48155,1080,885
American Indian or Alaska Native and White,48155,0,0
Asian and White,48155,0,0
Black or African American and White,48155,0,0
American Indian or Alaska Native and Black or African American,48155,0,0
Remainder of Two or More Race Responses,48155,0,0
Hispanic or Latino,48155,215,125
Total,48157,683755,418395
Not Hispanic or Latino,48157,519690,341840
American Indian or Alaska Native Alone,48157,1275,885
Asian Alone,48157,129155,67000
Black or African American Alone,48157,139260,95205
Native Hawaiian or Other Pacific Islander Alone,48157,190,190
White Alone,48157,239650,173755
American Indian or Alaska Native and White,48157,1295,980
Asian and White,48157,3540,1220
Black or African American and White,48157,2950,1060
American Indian or Alaska Native and Black or African American,48157,295,265
Remainder of Two or More Race Responses,48157,2085,1285
Hispanic or Latino,48157,164065,76555
Total,48159,10570,7460
Not Hispanic or Latino,48159,9125,7005
American Indian or Alaska Native Alone,48159,70,70
Asian Alone,48159,4,4
Black or African American Alone,48159,450,330
Native Hawaiian or Other Pacific Islander Alone,48159,10,10
White Alone,48159,8440,6520
American Indian or Alaska Native and White,48159,70,40
Asian and White,48159,0,0
Black or African American and White,48159,50,0
American Indian or Alaska Native and Black or African American,48159,0,0
Remainder of Two or More Race Responses,48159,30,30
Hispanic or Latino,48159,1445,455
Total,48161,19585,14225
Not Hispanic or Latino,48161,16765,13210
American Indian or Alaska Native Alone,48161,35,35
Asian Alone,48161,75,45
Black or African American Alone,48161,3120,2435
Native Hawaiian or Other Pacific Islander Alone,48161,0,0
White Alone,48161,13285,10525
American Indian or Alaska Native and White,48161,135,135
Asian and White,48161,0,0
Black or African American and White,48161,65,15
American Indian or Alaska Native and Black or African American,48161,25,20
Remainder of Two or More Race Responses,48161,25,4
Hispanic or Latino,48161,2820,1015
Total,48163,18540,12320
Not Hispanic or Latino,48163,4015,3280
American Indian or Alaska Native Alone,48163,0,0
Asian Alone,48163,85,0
Black or African American Alone,48163,655,565
Native Hawaiian or Other Pacific Islander Alone,48163,0,0
White Alone,48163,3190,2625
American Indian or Alaska Native and White,48163,60,60
Asian and White,48163,0,0
Black or African American and White,48163,25,25
American Indian or Alaska Native and Black or African American,48163,0,0
Remainder of Two or More Race Responses,48163,0,0
Hispanic or Latino,48163,14530,9045
Total,48165,19485,10330
Not Hispanic or Latino,48165,11745,6850
American Indian or Alaska Native Alone,48165,50,50
Asian Alone,48165,95,55
Black or African American Alone,48165,410,250
Native Hawaiian or Other Pacific Islander Alone,48165,10,10
White Alone,48165,11150,6450
American Indian or Alaska Native and White,48165,25,25
Asian and White,48165,4,4
Black or African American and White,48165,4,4
American Indian or Alaska Native and Black or African American,48165,0,0
Remainder of Two or More Race Responses,48165,0,0
Hispanic or Latino,48165,7740,3475
Total,48167,314485,220485
Not Hispanic or Latino,48167,240405,182975
American Indian or Alaska Native Alone,48167,800,720
Asian Alone,48167,10480,6315
Black or African American Alone,48167,40210,29495
Native Hawaiian or Other Pacific Islander Alone,48167,55,55
White Alone,48167,183635,143730
American Indian or Alaska Native and White,48167,1380,1030
Asian and White,48167,1020,330
Black or African American and White,48167,2195,785
American Indian or Alaska Native and Black or African American,48167,70,70
Remainder of Two or More Race Responses,48167,555,450
Hispanic or Latino,48167,74080,37510
Total,48169,6615,3135
Not Hispanic or Latino,48169,2960,2355
American Indian or Alaska Native Alone,48169,15,15
Asian Alone,48169,15,0
Black or African American Alone,48169,225,155
Native Hawaiian or Other Pacific Islander Alone,48169,0,0
White Alone,48169,2680,2155
American Indian or Alaska Native and White,48169,0,0
Asian and White,48169,0,0
Black or African American and White,48169,30,30
American Indian or Alaska Native and Black or African American,48169,0,0
Remainder of Two or More Race Responses,48169,0,0
Hispanic or Latino,48169,3650,780
Total,48171,25730,19390
Not Hispanic or Latino,48171,20120,16855
American Indian or Alaska Native Alone,48171,4,4
Asian Alone,48171,70,20
Black or African American Alone,48171,40,40
Native Hawaiian or Other Pacific Islander Alone,48171,0,0
White Alone,48171,19665,16610
American Indian or Alaska Native and White,48171,165,120
Asian and White,48171,45,10
Black or African American and White,48171,120,40
American Indian or Alaska Native and Black or African American,48171,0,0
Remainder of Two or More Race Responses,48171,10,10
Hispanic or Latino,48171,5615,2535
Total,48173,1255,755
Not Hispanic or Latino,48173,785,605
American Indian or Alaska Native Alone,48173,0,0
Asian Alone,48173,0,0
Black or African American Alone,48173,0,0
Native Hawaiian or Other Pacific Islander Alone,48173,0,0
White Alone,48173,785,605
American Indian or Alaska Native and White,48173,0,0
Asian and White,48173,0,0
Black or African American and White,48173,0,0
American Indian or Alaska Native and Black or African American,48173,0,0
Remainder of Two or More Race Responses,48173,0,0
Hispanic or Latino,48173,465,150
Total,48175,7465,5745
Not Hispanic or Latino,48175,4830,3915
American Indian or Alaska Native Alone,48175,0,0
Asian Alone,48175,15,10
Black or African American Alone,48175,390,300
Native Hawaiian or Other Pacific Islander Alone,48175,0,0
White Alone,48175,4400,3585
American Indian or Alaska Native and White,48175,4,4
Asian and White,48175,0,0
Black or African American and White,48175,15,15
American Indian or Alaska Native and Black or African American,48175,0,0
Remainder of Two or More Race Responses,48175,0,0
Hispanic or Latino,48175,2635,1830
Total,48177,20370,12730
Not Hispanic or Latino,48177,10260,8330
American Indian or Alaska Native Alone,48177,15,15
Asian Alone,48177,20,10
Black or African American Alone,48177,1245,990
Native Hawaiian or Other Pacific Islander Alone,48177,10,10
White Alone,48177,8710,7185
American Indian or Alaska Native and White,48177,75,75
Asian and White,48177,10,10
Black or African American and White,48177,135,25
American Indian or Alaska Native and Black or African American,48177,0,0
Remainder of Two or More Race Responses,48177,40,4
Hispanic or Latino,48177,10110,4400
Total,48179,23030,15755
Not Hispanic or Latino,48179,16730,13170
American Indian or Alaska Native Alone,48179,175,95
Asian Alone,48179,145,70
Black or African American Alone,48179,980,905
Native Hawaiian or Other Pacific Islander Alone,48179,25,10
White Alone,48179,14975,11835
American Indian or Alaska Native and White,48179,160,145
Asian and White,48179,20,20
Black or African American and White,48179,180,40
American Indian or Alaska Native and Black or African American,48179,55,35
Remainder of Two or More Race Responses,48179,15,10
Hispanic or Latino,48179,6300,2585
Total,48181,124230,90015
Not Hispanic or Latino,48181,108875,84370
American Indian or Alaska Native Alone,48181,1345,940
Asian Alone,48181,1560,565
Black or African American Alone,48181,7170,4935
Native Hawaiian or Other Pacific Islander Alone,48181,65,45
White Alone,48181,95760,76100
American Indian or Alaska Native and White,48181,1460,1160
Asian and White,48181,275,100
Black or African American and White,48181,1110,450
American Indian or Alaska Native and Black or African American,48181,30,30
Remainder of Two or More Race Responses,48181,100,40
Hispanic or Latino,48181,15355,5645
Total,48183,123285,84045
Not Hispanic or Latino,48183,101260,77575
American Indian or Alaska Native Alone,48183,485,415
Asian Alone,48183,1675,890
Black or African American Alone,48183,24585,17710
Native Hawaiian or Other Pacific Islander Alone,48183,230,65
White Alone,48183,72620,57790
American Indian or Alaska Native and White,48183,450,310
Asian and White,48183,155,70
Black or African American and White,48183,810,175
American Indian or Alaska Native and Black or African American,48183,150,100
Remainder of Two or More Race Responses,48183,100,50
Hispanic or Latino,48183,22025,6470
Total,48185,27140,19405
Not Hispanic or Latino,48185,20890,16635
American Indian or Alaska Native Alone,48185,65,55
Asian Alone,48185,25,4
Black or African American Alone,48185,4320,3405
Native Hawaiian or Other Pacific Islander Alone,48185,0,0
White Alone,48185,16090,12920
American Indian or Alaska Native and White,48185,155,130
Asian and White,48185,20,20
Black or African American and White,48185,150,40
American Indian or Alaska Native and Black or African American,48185,55,55
Remainder of Two or More Race Responses,48185,15,10
Hispanic or Latino,48185,6250,2770
Total,48187,147315,103205
Not Hispanic or Latino,48187,92900,70715
American Indian or Alaska Native Alone,48187,300,300
Asian Alone,48187,2450,1420
Black or African American Alone,48187,9850,7745
Native Hawaiian or Other Pacific Islander Alone,48187,55,45
White Alone,48187,77140,59725
American Indian or Alaska Native and White,48187,675,460
Asian and White,48187,540,370
Black or African American and White,48187,1140,245
American Indian or Alaska Native and Black or African American,48187,245,105
Remainder of Two or More Race Responses,48187,505,300
Hispanic or Latino,48187,54410,32485
Total,48189,35005,23055
Not Hispanic or Latino,48189,14580,11840
American Indian or Alaska Native Alone,48189,45,45
Asian Alone,48189,140,65
Black or African American Alone,48189,1430,1120
Native Hawaiian or Other Pacific Islander Alone,48189,4,4
White Alone,48189,12295,10130
American Indian or Alaska Native and White,48189,395,325
Asian and White,48189,45,25
Black or African American and White,48189,70,25
American Indian or Alaska Native and Black or African American,48189,100,60
Remainder of Two or More Race Responses,48189,50,35
Hispanic or Latino,48189,20430,11215
Total,48191,3160,2205
Not Hispanic or Latino,48191,2085,1725
American Indian or Alaska Native Alone,48191,4,4
Asian Alone,48191,15,15
Black or African American Alone,48191,210,165
Native Hawaiian or Other Pacific Islander Alone,48191,0,0
White Alone,48191,1815,1520
American Indian or Alaska Native and White,48191,20,20
Asian and White,48191,15,0
Black or African American and White,48191,10,4
American Indian or Alaska Native and Black or African American,48191,0,0
Remainder of Two or More Race Responses,48191,0,0
Hispanic or Latino,48191,1075,485
Total,48193,8230,6390
Not Hispanic or Latino,48193,7285,5965
American Indian or Alaska Native Alone,48193,50,50
Asian Alone,48193,20,20
Black or African American Alone,48193,60,60
Native Hawaiian or Other Pacific Islander Alone,48193,4,4
White Alone,48193,7080,5760
American Indian or Alaska Native and White,48193,75,75
Asian and White,48193,0,0
Black or African American and White,48193,0,0
American Indian or Alaska Native and Black or African American,48193,0,0
Remainder of Two or More Race Responses,48193,0,0
Hispanic or Latino,48193,945,420
Total,48195,5550,3110
Not Hispanic or Latino,48195,3020,2335
American Indian or Alaska Native Alone,48195,25,15
Asian Alone,48195,20,4
Black or African American Alone,48195,4,4
Native Hawaiian or Other Pacific Islander Alone,48195,0,0
White Alone,48195,2965,2310
American Indian or Alaska Native and White,48195,4,0
Asian and White,48195,0,0
Black or African American and White,48195,0,0
American Indian or Alaska Native and Black or African American,48195,0,0
Remainder of Two or More Race Responses,48195,0,0
Hispanic or Latino,48195,2535,775
Total,48197,3950,2750
Not Hispanic or Latino,48197,3040,2390
American Indian or Alaska Native Alone,48197,0,0
Asian Alone,48197,15,15
Black or African American Alone,48197,320,250
Native Hawaiian or Other Pacific Islander Alone,48197,0,0
White Alone,48197,2630,2090
American Indian or Alaska Native and White,48197,4,4
Asian and White,48197,0,0
Black or African American and White,48197,35,0
American Indian or Alaska Native and Black or African American,48197,15,15
Remainder of Two or More Race Responses,48197,20,20
Hispanic or Latino,48197,910,360
Total,48199,55625,41085
Not Hispanic or Latino,48199,52745,39570
American Indian or Alaska Native Alone,48199,75,75
Asian Alone,48199,320,180
Black or African American Alone,48199,3090,2220
Native Hawaiian or Other Pacific Islander Alone,48199,20,20
White Alone,48199,48565,36715
American Indian or Alaska Native and White,48199,360,255
Asian and White,48199,135,75
Black or African American and White,48199,155,20
American Indian or Alaska Native and Black or African American,48199,0,0
Remainder of Two or More Race Responses,48199,20,20
Hispanic or Latino,48199,2880,1510
Total,48201,4434255,2543400
Not Hispanic or Latino,48201,2578655,1843320
American Indian or Alaska Native Alone,48201,7720,5955
Asian Alone,48201,297205,153530
Black or African American Alone,48201,824185,572895
Native Hawaiian or Other Pacific Islander Alone,48201,2745,1710
White Alone,48201,1389060,1080095
American Indian or Alaska Native and White,48201,9970,7935
Asian and White,48201,20305,7750
Black or African American and White,48201,15510,5945
American Indian or Alaska Native and Black or African American,48201,3035,2435
Remainder of Two or More Race Responses,48201,8910,5070
Hispanic or Latino,48201,1855605,700080
Total,48203,66430,46930
Not Hispanic or Latino,48203,58240,44685
American Indian or Alaska Native Alone,48203,205,175
Asian Alone,48203,355,170
Black or African American Alone,48203,14185,10670
Native Hawaiian or Other Pacific Islander Alone,48203,40,40
White Alone,48203,42675,33115
American Indian or Alaska Native and White,48203,345,345
Asian and White,48203,160,110
Black or African American and White,48203,230,20
American Indian or Alaska Native and Black or African American,48203,10,10
Remainder of Two or More Race Responses,48203,30,30
Hispanic or Latino,48203,8195,2245
Total,48205,5965,4310
Not Hispanic or Latino,48205,4450,3560
American Indian or Alaska Native Alone,48205,4,4
Asian Alone,48205,30,15
Black or African American Alone,48205,490,490
Native Hawaiian or Other Pacific Islander Alone,48205,0,0
White Alone,48205,3770,3015
American Indian or Alaska Native and White,48205,30,30
Asian and White,48205,0,0
Black or African American and White,48205,90,10
American Indian or Alaska Native and Black or African American,48205,4,4
Remainder of Two or More Race Responses,48205,35,0
Hispanic or Latino,48205,1515,745
Total,48207,5810,3960
Not Hispanic or Latino,48207,4270,3445
American Indian or Alaska Native Alone,48207,30,30
Asian Alone,48207,60,0
Black or African American Alone,48207,180,165
Native Hawaiian or Other Pacific Islander Alone,48207,0,0
White Alone,48207,3900,3225
American Indian or Alaska Native and White,48207,25,10
Asian and White,48207,20,4
Black or African American and White,48207,40,0
American Indian or Alaska Native and Black or African American,48207,0,0
Remainder of Two or More Race Responses,48207,15,15
Hispanic or Latino,48207,1545,510
Total,48209,185685,132915
Not Hispanic or Latino,48209,116855,92700
American Indian or Alaska Native Alone,48209,350,340
Asian Alone,48209,2330,1320
Black or African American Alone,48209,6480,4815
Native Hawaiian or Other Pacific Islander Alone,48209,85,20
White Alone,48209,104680,84325
American Indian or Alaska Native and White,48209,970,705
Asian and White,48209,735,360
Black or African American and White,48209,585,425
American Indian or Alaska Native and Black or African American,48209,65,65
Remainder of Two or More Race Responses,48209,570,330
Hispanic or Latino,48209,68830,40215
Total,48211,4150,2430
Not Hispanic or Latino,48211,2705,2025
American Indian or Alaska Native Alone,48211,30,20
Asian Alone,48211,10,10
Black or African American Alone,48211,50,25
Native Hawaiian or Other Pacific Islander Alone,48211,0,0
White Alone,48211,2565,1965
American Indian or Alaska Native and White,48211,40,10
Asian and White,48211,0,0
Black or African American and White,48211,4,0
American Indian or Alaska Native and Black or African American,48211,0,0
Remainder of Two or More Race Responses,48211,4,0
Hispanic or Latino,48211,1445,405
Total,48213,79215,58485
Not Hispanic or Latino,48213,69900,55735
American Indian or Alaska Native Alone,48213,575,465
Asian Alone,48213,515,230
Black or African American Alone,48213,5135,3810
Native Hawaiian or Other Pacific Islander Alone,48213,90,30
White Alone,48213,62880,50785
American Indian or Alaska Native and White,48213,360,265
Asian and White,48213,40,25
Black or African American and White,48213,260,85
American Indian or Alaska Native and Black or African American,48213,4,4
Remainder of Two or More Race Responses,48213,45,40
Hispanic or Latino,48213,9310,2745
Total,48215,828335,394035
Not Hispanic or Latino,48215,70610,53940
American Indian or Alaska Native Alone,48215,555,455
Asian Alone,48215,8060,4055
Black or African American Alone,48215,3475,2320
Native Hawaiian or Other Pacific Islander Alone,48215,85,15
White Alone,48215,57440,46490
American Indian or Alaska Native and White,48215,345,280
Asian and White,48215,275,195
Black or African American and White,48215,270,110
American Indian or Alaska Native and Black or African American,48215,0,0
Remainder of Two or More Race Responses,48215,105,15
Hispanic or Latino,48215,757725,340100
Total,48217,34900,24915
Not Hispanic or Latino,48217,28065,22195
American Indian or Alaska Native Alone,48217,100,95
Asian Alone,48217,160,115
Black or African American Alone,48217,2385,1685
Native Hawaiian or Other Pacific Islander Alone,48217,4,4
White Alone,48217,25105,20150
American Indian or Alaska Native and White,48217,175,130
Asian and White,48217,20,0
Black or African American and White,48217,110,10
American Indian or Alaska Native and Black or African American,48217,0,0
Remainder of Two or More Race Responses,48217,10,10
Hispanic or Latino,48217,6835,2715
Total,48219,23375,16045
Not Hispanic or Latino,48219,12535,9930
American Indian or Alaska Native Alone,48219,135,95
Asian Alone,48219,65,20
Black or African American Alone,48219,840,625
Native Hawaiian or Other Pacific Islander Alone,48219,4,4
White Alone,48219,11300,9060
American Indian or Alaska Native and White,48219,30,30
Asian and White,48219,15,15
Black or African American and White,48219,100,45
American Indian or Alaska Native and Black or African American,48219,25,25
Remainder of Two or More Race Responses,48219,15,4
Hispanic or Latino,48219,10845,6115
Total,48221,54215,41955
Not Hispanic or Latino,48221,47910,38630
American Indian or Alaska Native Alone,48221,390,290
Asian Alone,48221,350,170
Black or African American Alone,48221,365,170
Native Hawaiian or Other Pacific Islander Alone,48221,0,0
White Alone,48221,46320,37680
American Indian or Alaska Native and White,48221,290,265
Asian and White,48221,45,35
Black or African American and White,48221,135,0
American Indian or Alaska Native and Black or African American,48221,0,0
Remainder of Two or More Race Responses,48221,15,15
Hispanic or Latino,48221,6310,3325
Total,48223,35845,24940
Not Hispanic or Latino,48223,30110,23245
American Indian or Alaska Native Alone,48223,120,45
Asian Alone,48223,250,140
Black or African American Alone,48223,2410,1800
Native Hawaiian or Other Pacific Islander Alone,48223,15,15
White Alone,48223,26700,20895
American Indian or Alaska Native and White,48223,210,180
Asian and White,48223,4,4
Black or African American and White,48223,305,85
American Indian or Alaska Native and Black or African American,48223,0,0
Remainder of Two or More Race Responses,48223,90,75
Hispanic or Latino,48223,5730,1695
Total,48225,22800,17885
Not Hispanic or Latino,48225,20395,16665
American Indian or Alaska Native Alone,48225,30,30
Asian Alone,48225,100,45
Black or African American Alone,48225,5695,4620
Native Hawaiian or Other Pacific Islander Alone,48225,0,0
White Alone,48225,14180,11760
American Indian or Alaska Native and White,48225,130,110
Asian and White,48225,60,50
Black or African American and White,48225,180,35
American Indian or Alaska Native and Black or African American,48225,10,10
Remainder of Two or More Race Responses,48225,4,0
Hispanic or Latino,48225,2410,1220
Total,48227,36425,25730
Not Hispanic or Latino,48227,21665,17470
American Indian or Alaska Native Alone,48227,255,155
Asian Alone,48227,330,150
Black or African American Alone,48227,1830,1480
Native Hawaiian or Other Pacific Islander Alone,48227,150,80
White Alone,48227,18540,15205
American Indian or Alaska Native and White,48227,115,115
Asian and White,48227,45,20
Black or African American and White,48227,320,195
American Indian or Alaska Native and Black or African American,48227,60,60
Remainder of Two or More Race Responses,48227,15,15
Hispanic or Latino,48227,14755,8260
Total,48229,3480,1635
Not Hispanic or Latino,48229,750,555
American Indian or Alaska Native Alone,48229,0,0
Asian Alone,48229,45,4
Black or African American Alone,48229,40,15
Native Hawaiian or Other Pacific Islander Alone,48229,0,0
White Alone,48229,655,525
American Indian or Alaska Native and White,48229,4,4
Asian and White,48229,0,0
Black or African American and White,48229,4,0
American Indian or Alaska Native and Black or African American,48229,4,4
Remainder of Two or More Race Responses,48229,0,0
Hispanic or Latino,48229,2730,1080
Total,48231,89070,64090
Not Hispanic or Latino,48231,75850,58815
American Indian or Alaska Native Alone,48231,705,575
Asian Alone,48231,1085,305
Black or African American Alone,48231,7325,5495
Native Hawaiian or Other Pacific Islander Alone,48231,0,0
White Alone,48231,65430,51825
American Indian or Alaska Native and White,48231,530,380
Asian and White,48231,105,70
Black or African American and White,48231,390,65
American Indian or Alaska Native and Black or African American,48231,0,0
Remainder of Two or More Race Responses,48231,285,105
Hispanic or Latino,48231,13220,5280
Total,48233,21780,15505
Not Hispanic or Latino,48233,16950,13010
American Indian or Alaska Native Alone,48233,220,170
Asian Alone,48233,130,75
Black or African American Alone,48233,465,340
Native Hawaiian or Other Pacific Islander Alone,48233,15,15
White Alone,48233,15635,12090
American Indian or Alaska Native and White,48233,255,200
Asian and White,48233,20,0
Black or African American and White,48233,180,95
American Indian or Alaska Native and Black or African American,48233,0,0
Remainder of Two or More Race Responses,48233,30,25
Hispanic or Latino,48233,4830,2495
Total,48235,1630,1205
Not Hispanic or Latino,48235,1250,960
American Indian or Alaska Native Alone,48235,0,0
Asian Alone,48235,0,0
Black or African American Alone,48235,0,0
Native Hawaiian or Other Pacific Islander Alone,48235,0,0
White Alone,48235,1210,945
American Indian or Alaska Native and White,48235,15,15
Asian and White,48235,0,0
Black or African American and White,48235,25,0
American Indian or Alaska Native and Black or African American,48235,0,0
Remainder of Two or More Race Responses,48235,0,0
Hispanic or Latino,48235,380,245
Total,48237,8865,6535
Not Hispanic or Latino,48237,7460,5960
American Indian or Alaska Native Alone,48237,35,30
Asian Alone,48237,4,4
Black or African American Alone,48237,390,350
Native Hawaiian or Other Pacific Islander Alone,48237,0,0
White Alone,48237,6950,5535
American Indian or Alaska Native and White,48237,35,35
Asian and White,48237,15,4
Black or African American and White,48237,25,0
