lntitle,fips,tot_est_2020,cvap_est_2020
Remainder of Two or More Race Responses,48087,0,0
Hispanic or Latino,48087,855,425
Total,48089,21225,15000
Not Hispanic or Latino,48089,14915,12025
American Indian or Alaska Native Alone,48089,20,20
Asian Alone,48089,4,4
Black or African American Alone,48089,2685,1985
Native Hawaiian or Other Pacific Islander Alone,48089,0,0
White Alone,48089,11965,10005
American Indian or Alaska Native and White,48089,0,0
Asian and White,48089,140,0
Black or African American and White,48089,100,10
American Indian or Alaska Native and Black or African American,48089,0,0
Remainder of Two or More Race Responses,48089,0,0
Hispanic or Latino,48089,6310,2975
Total,48091,141640,105005
Not Hispanic or Latino,48091,102885,81380
American Indian or Alaska Native Alone,48091,120,100
Asian Alone,48091,1575,810
Black or African American Alone,48091,2830,2245
Native Hawaiian or Other Pacific Islander Alone,48091,45,45
White Alone,48091,95915,76545
American Indian or Alaska Native and White,48091,1045,855
Asian and White,48091,515,310
Black or African American and White,48091,705,350
American Indian or Alaska Native and Black or African American,48091,0,0
Remainder of Two or More Race Responses,48091,135,120
Hispanic or Latino,48091,38755,23625
Total,48093,13530,9850
Not Hispanic or Latino,48093,9750,7945
American Indian or Alaska Native Alone,48093,95,60
Asian Alone,48093,80,35
Black or African American Alone,48093,80,70
Native Hawaiian or Other Pacific Islander Alone,48093,0,0
White Alone,48093,9405,7740
American Indian or Alaska Native and White,48093,45,35
Asian and White,48093,4,4
Black or African American and White,48093,35,4
American Indian or Alaska Native and Black or African American,48093,0,0
Remainder of Two or More Race Responses,48093,10,0
Hispanic or Latino,48093,3775,1905
Total,48095,3265,1945
Not Hispanic or Latino,48095,1790,1440
American Indian or Alaska Native Alone,48095,10,10
Asian Alone,48095,15,0
Black or African American Alone,48095,40,30
Native Hawaiian or Other Pacific Islander Alone,48095,0,0
White Alone,48095,1725,1390
American Indian or Alaska Native and White,48095,4,4
Asian and White,48095,0,0
Black or African American and White,48095,0,0
American Indian or Alaska Native and Black or African American,48095,0,0
Remainder of Two or More Race Responses,48095,0,0
Hispanic or Latino,48095,1475,505
Total,48097,40040,28210
Not Hispanic or Latino,48097,32770,25500
American Indian or Alaska Native Alone,48097,280,220
Asian Alone,48097,390,150
Black or African American Alone,48097,1120,820
Native Hawaiian or Other Pacific Islander Alone,48097,25,25
White Alone,48097,30170,23885
American Indian or Alaska Native and White,48097,310,255
Asian and White,48097,40,20
Black or African American and White,48097,340,105
American Indian or Alaska Native and Black or African American,48097,40,15
Remainder of Two or More Race Responses,48097,55,4
Hispanic or Latino,48097,7270,2710
Total,48099,75280,55690
Not Hispanic or Latino,48099,61520,46930
American Indian or Alaska Native Alone,48099,490,300
Asian Alone,48099,1500,870
Black or African American Alone,48099,9645,7880
Native Hawaiian or Other Pacific Islander Alone,48099,560,320
White Alone,48099,44180,34385
American Indian or Alaska Native and White,48099,2045,1605
Asian and White,48099,620,370
Black or African American and White,48099,1545,550
American Indian or Alaska Native and Black or African American,48099,390,325
Remainder of Two or More Race Responses,48099,550,320
Hispanic or Latino,48099,13760,8760
Total,48101,1640,1110
Not Hispanic or Latino,48101,1260,880
American Indian or Alaska Native Alone,48101,15,15
Asian Alone,48101,0,0
Black or African American Alone,48101,240,165
Native Hawaiian or Other Pacific Islander Alone,48101,0,0
White Alone,48101,850,630
American Indian or Alaska Native and White,48101,45,45
Asian and White,48101,0,0
Black or African American and White,48101,25,0
American Indian or Alaska Native and Black or African American,48101,90,25
Remainder of Two or More Race Responses,48101,0,0
Hispanic or Latino,48101,380,230
Total,48103,4800,2935
Not Hispanic or Latino,48103,1710,1285
American Indian or Alaska Native Alone,48103,10,10
Asian Alone,48103,95,20
Black or African American Alone,48103,110,80
Native Hawaiian or Other Pacific Islander Alone,48103,0,0
White Alone,48103,1495,1180
American Indian or Alaska Native and White,48103,0,0
Asian and White,48103,0,0
Black or African American and White,48103,0,0
American Indian or Alaska Native and Black or African American,48103,0,0
Remainder of Two or More Race Responses,48103,0,0
Hispanic or Latino,48103,3090,1650
Total,48105,3485,2470
Not Hispanic or Latino,48105,1330,1060
American Indian or Alaska Native Alone,48105,0,0
Asian Alone,48105,0,0
Black or African American Alone,48105,25,25
Native Hawaiian or Other Pacific Islander Alone,48105,0,0
White Alone,48105,1305,1035
American Indian or Alaska Native and White,48105,0,0
Asian and White,48105,0,0
Black or African American and White,48105,0,0
American Indian or Alaska Native and Black or African American,48105,0,0
Remainder of Two or More Race Responses,48105,0,0
Hispanic or Latino,48105,2155,1410
Total,48107,5835,4150
Not Hispanic or Latino,48107,2565,2075
American Indian or Alaska Native Alone,48107,0,0
Asian Alone,48107,35,35
Black or African American Alone,48107,185,145
Native Hawaiian or Other Pacific Islander Alone,48107,10,0
White Alone,48107,2305,1890
American Indian or Alaska Native and White,48107,10,10
Asian and White,48107,0,0
Black or African American and White,48107,25,0
American Indian or Alaska Native and Black or African American,48107,0,0
Remainder of Two or More Race Responses,48107,0,0
Hispanic or Latino,48107,3270,2075
Total,48109,2215,1470
Not Hispanic or Latino,48109,640,355
American Indian or Alaska Native Alone,48109,4,4
Asian Alone,48109,15,0
Black or African American Alone,48109,4,4
Native Hawaiian or Other Pacific Islander Alone,48109,0,0
White Alone,48109,560,290
American Indian or Alaska Native and White,48109,50,50
Asian and White,48109,0,0
Black or African American and White,48109,0,0
American Indian or Alaska Native and Black or African American,48109,0,0
Remainder of Two or More Race Responses,48109,10,10
Hispanic or Latino,48109,1575,1115
Total,48111,7305,3930
Not Hispanic or Latino,48111,3955,2810
American Indian or Alaska Native Alone,48111,85,75
Asian Alone,48111,140,100
Black or African American Alone,48111,55,55
Native Hawaiian or Other Pacific Islander Alone,48111,0,0
White Alone,48111,3625,2540
American Indian or Alaska Native and White,48111,4,4
Asian and White,48111,0,0
Black or African American and White,48111,0,0
American Indian or Alaska Native and Black or African American,48111,0,0
Remainder of Two or More Race Responses,48111,45,35
Hispanic or Latino,48111,3345,1120
Total,48113,2606870,1506745
Not Hispanic or Latino,48113,1559435,1147230
American Indian or Alaska Native Alone,48113,5410,4410
Asian Alone,48113,164715,74920
Black or African American Alone,48113,583135,412090
Native Hawaiian or Other Pacific Islander Alone,48113,1055,750
White Alone,48113,761985,630720
American Indian or Alaska Native and White,48113,8095,6430
Asian and White,48113,9670,5100
Black or African American and White,48113,14430,5835
American Indian or Alaska Native and Black or African American,48113,3820,2980
Remainder of Two or More Race Responses,48113,7120,3990
Hispanic or Latino,48113,1047435,359515
Total,48115,12815,9120
Not Hispanic or Latino,48115,5450,4355
American Indian or Alaska Native Alone,48115,45,45
Asian Alone,48115,25,15
Black or African American Alone,48115,985,910
Native Hawaiian or Other Pacific Islander Alone,48115,0,0
White Alone,48115,4280,3280
American Indian or Alaska Native and White,48115,45,45
Asian and White,48115,0,0
Black or African American and White,48115,45,35
American Indian or Alaska Native and Black or African American,48115,25,25
Remainder of Two or More Race Responses,48115,0,0
Hispanic or Latino,48115,7365,4765
Total,48117,18735,10555
Not Hispanic or Latino,48117,5090,4120
American Indian or Alaska Native Alone,48117,70,70
Asian Alone,48117,120,70
Black or African American Alone,48117,120,85
Native Hawaiian or Other Pacific Islander Alone,48117,20,20
White Alone,48117,4645,3805
American Indian or Alaska Native and White,48117,75,75
Asian and White,48117,0,0
Black or African American and White,48117,45,0
American Indian or Alaska Native and Black or African American,48117,0,0
Remainder of Two or More Race Responses,48117,0,0
Hispanic or Latino,48117,13645,6435
Total,48119,5250,4015
Not Hispanic or Latino,48119,4840,3765
American Indian or Alaska Native Alone,48119,4,4
Asian Alone,48119,30,30
Black or African American Alone,48119,460,335
Native Hawaiian or Other Pacific Islander Alone,48119,0,0
White Alone,48119,4245,3340
American Indian or Alaska Native and White,48119,40,20
Asian and White,48119,40,40
Black or African American and White,48119,15,0
American Indian or Alaska Native and Black or African American,48119,0,0
Remainder of Two or More Race Responses,48119,15,0
Hispanic or Latino,48119,410,250
Total,48121,833820,561165
Not Hispanic or Latino,48121,672890,485360
American Indian or Alaska Native Alone,48121,3060,2170
Asian Alone,48121,73165,34310
Black or African American Alone,48121,80100,57040
Native Hawaiian or Other Pacific Islander Alone,48121,630,420
White Alone,48121,494945,381235
American Indian or Alaska Native and White,48121,3835,3140
Asian and White,48121,6690,2945
Black or African American and White,48121,6950,2305
American Indian or Alaska Native and Black or African American,48121,1150,685
Remainder of Two or More Race Responses,48121,2370,1105
Hispanic or Latino,48121,160935,75805
Total,48123,20340,15165
Not Hispanic or Latino,48123,13150,10670
American Indian or Alaska Native Alone,48123,4,4
Asian Alone,48123,4,0
Black or African American Alone,48123,1890,1510
Native Hawaiian or Other Pacific Islander Alone,48123,0,0
White Alone,48123,11165,9125
American Indian or Alaska Native and White,48123,20,20
Asian and White,48123,0,0
Black or African American and White,48123,65,4
American Indian or Alaska Native and Black or African American,48123,0,0
Remainder of Two or More Race Responses,48123,0,0
Hispanic or Latino,48123,7190,4500
Total,48125,2205,1680
Not Hispanic or Latino,48125,1545,1285
American Indian or Alaska Native Alone,48125,0,0
Asian Alone,48125,10,10
Black or African American Alone,48125,60,50
Native Hawaiian or Other Pacific Islander Alone,48125,0,0
White Alone,48125,1475,1225
American Indian or Alaska Native and White,48125,0,0
Asian and White,48125,0,0
Black or African American and White,48125,0,0
American Indian or Alaska Native and Black or African American,48125,0,0
Remainder of Two or More Race Responses,48125,0,0
Hispanic or Latino,48125,655,395
Total,48127,10440,6995
Not Hispanic or Latino,48127,1365,1030
American Indian or Alaska Native Alone,48127,0,0
Asian Alone,48127,145,105
Black or African American Alone,48127,15,4
Native Hawaiian or Other Pacific Islander Alone,48127,0,0
White Alone,48127,1145,860
American Indian or Alaska Native and White,48127,0,0
Asian and White,48127,0,0
Black or African American and White,48127,60,60
American Indian or Alaska Native and Black or African American,48127,0,0
Remainder of Two or More Race Responses,48127,0,0
Hispanic or Latino,48127,9070,5965
Total,48129,3340,2620
Not Hispanic or Latino,48129,2970,2410
American Indian or Alaska Native Alone,48129,10,10
Asian Alone,48129,10,10
Black or African American Alone,48129,185,140
Native Hawaiian or Other Pacific Islander Alone,48129,0,0
White Alone,48129,2700,2210
American Indian or Alaska Native and White,48129,20,20
Asian and White,48129,4,0
Black or African American and White,48129,35,10
American Indian or Alaska Native and Black or African American,48129,4,4
Remainder of Two or More Race Responses,48129,4,4
Hispanic or Latino,48129,370,210
Total,48131,11270,8070
Not Hispanic or Latino,48131,1200,945
American Indian or Alaska Native Alone,48131,0,0
Asian Alone,48131,0,0
Black or African American Alone,48131,150,150
Native Hawaiian or Other Pacific Islander Alone,48131,0,0
White Alone,48131,1055,800
American Indian or Alaska Native and White,48131,0,0
Asian and White,48131,0,0
Black or African American and White,48131,0,0
American Indian or Alaska Native and Black or African American,48131,0,0
Remainder of Two or More Race Responses,48131,0,0
Hispanic or Latino,48131,10065,7125
Total,48133,18275,14055
Not Hispanic or Latino,48133,15285,12400
American Indian or Alaska Native Alone,48133,55,55
Asian Alone,48133,115,115
Black or African American Alone,48133,525,430
Native Hawaiian or Other Pacific Islander Alone,48133,0,0
White Alone,48133,14495,11725
American Indian or Alaska Native and White,48133,35,35
Asian and White,48133,35,35
Black or African American and White,48133,25,4
American Indian or Alaska Native and Black or African American,48133,0,0
Remainder of Two or More Race Responses,48133,4,4
Hispanic or Latino,48133,2990,1655
Total,48135,160580,98665
Not Hispanic or Latino,48135,63140,47145
American Indian or Alaska Native Alone,48135,320,275
Asian Alone,48135,1750,725
Black or African American Alone,48135,7145,4755
Native Hawaiian or Other Pacific Islander Alone,48135,55,4
White Alone,48135,52140,40515
American Indian or Alaska Native and White,48135,840,650
Asian and White,48135,180,85
Black or African American and White,48135,660,95
American Indian or Alaska Native and Black or African American,48135,0,0
Remainder of Two or More Race Responses,48135,45,30
Hispanic or Latino,48135,97440,51520
Total,48137,1920,1610
Not Hispanic or Latino,48137,830,750
American Indian or Alaska Native Alone,48137,4,4
Asian Alone,48137,0,0
Black or African American Alone,48137,0,0
Native Hawaiian or Other Pacific Islander Alone,48137,0,0
White Alone,48137,830,750
American Indian or Alaska Native and White,48137,0,0
Asian and White,48137,0,0
Black or African American and White,48137,4,4
American Indian or Alaska Native and Black or African American,48137,0,0
Remainder of Two or More Race Responses,48137,0,0
Hispanic or Latino,48137,1085,860
Total,48139,173770,119690
Not Hispanic or Latino,48139,128195,97105
American Indian or Alaska Native Alone,48139,485,385
Asian Alone,48139,1150,710
Black or African American Alone,48139,17110,12635
Native Hawaiian or Other Pacific Islander Alone,48139,90,45
White Alone,48139,105745,81375
American Indian or Alaska Native and White,48139,1045,755
Asian and White,48139,510,265
Black or African American and White,48139,1425,490
American Indian or Alaska Native and Black or African American,48139,170,100
Remainder of Two or More Race Responses,48139,465,335
Hispanic or Latino,48139,45575,22585
Total,48141,836060,506385
Not Hispanic or Latino,48141,145790,109595
American Indian or Alaska Native Alone,48141,2370,1775
Asian Alone,48141,9545,5255
Black or African American Alone,48141,25115,18910
Native Hawaiian or Other Pacific Islander Alone,48141,1050,655
White Alone,48141,100420,79095
American Indian or Alaska Native and White,48141,1030,910
Asian and White,48141,1795,835
Black or African American and White,48141,2445,965
American Indian or Alaska Native and Black or African American,48141,170,170
Remainder of Two or More Race Responses,48141,1845,1020
Hispanic or Latino,48141,690275,396795
Total,48143,41840,30585
Not Hispanic or Latino,48143,33020,26710
American Indian or Alaska Native Alone,48143,30,30
Asian Alone,48143,370,120
Black or African American Alone,48143,775,630
Native Hawaiian or Other Pacific Islander Alone,48143,85,25
White Alone,48143,31260,25625
American Indian or Alaska Native and White,48143,185,185
Asian and White,48143,40,35
Black or African American and White,48143,95,30
American Indian or Alaska Native and Black or African American,48143,15,15
Remainder of Two or More Race Responses,48143,160,10
Hispanic or Latino,48143,8820,3875
Total,48145,17270,12960
Not Hispanic or Latino,48145,13270,10770
American Indian or Alaska Native Alone,48145,70,55
Asian Alone,48145,80,80
Black or African American Alone,48145,4165,3220
Native Hawaiian or Other Pacific Islander Alone,48145,0,0
White Alone,48145,8850,7395
American Indian or Alaska Native and White,48145,60,15
Asian and White,48145,15,0
Black or African American and White,48145,20,0
American Indian or Alaska Native and Black or African American,48145,0,0
Remainder of Two or More Race Responses,48145,10,10
Hispanic or Latino,48145,4000,2185
Total,48147,34535,26030
Not Hispanic or Latino,48147,30635,24315
American Indian or Alaska Native Alone,48147,230,200
Asian Alone,48147,220,65
Black or African American Alone,48147,1945,1670
Native Hawaiian or Other Pacific Islander Alone,48147,15,15
White Alone,48147,27220,21690
American Indian or Alaska Native and White,48147,405,300
Asian and White,48147,70,50
Black or African American and White,48147,310,110
American Indian or Alaska Native and Black or African American,48147,10,10
Remainder of Two or More Race Responses,48147,215,210
Hispanic or Latino,48147,3900,1715
Total,48149,25140,18975
Not Hispanic or Latino,48149,19865,16495
American Indian or Alaska Native Alone,48149,10,10
Asian Alone,48149,120,45
Black or African American Alone,48149,1645,1165
Native Hawaiian or Other Pacific Islander Alone,48149,0,0
White Alone,48149,17940,15140
American Indian or Alaska Native and White,48149,60,60
Asian and White,48149,4,4
Black or African American and White,48149,65,55
American Indian or Alaska Native and Black or African American,48149,4,4
Remainder of Two or More Race Responses,48149,15,15
Hispanic or Latino,48149,5275,2480
Total,48151,3855,2910
Not Hispanic or Latino,48151,2595,2065
American Indian or Alaska Native Alone,48151,4,4
Asian Alone,48151,10,10
Black or African American Alone,48151,100,85
Native Hawaiian or Other Pacific Islander Alone,48151,0,0
White Alone,48151,2380,1925
American Indian or Alaska Native and White,48151,20,20
Asian and White,48151,0,0
Black or African American and White,48151,65,20
American Indian or Alaska Native and Black or African American,48151,0,0
Remainder of Two or More Race Responses,48151,10,0
Hispanic or Latino,48151,1260,845
Total,48153,5805,3860
Not Hispanic or Latino,48153,2400,2000
American Indian or Alaska Native Alone,48153,4,4
Asian Alone,48153,10,4
Black or African American Alone,48153,165,125
Native Hawaiian or Other Pacific Islander Alone,48153,0,0
White Alone,48153,2135,1800
American Indian or Alaska Native and White,48153,80,65
Asian and White,48153,0,0
Black or African American and White,48153,4,0
American Indian or Alaska Native and Black or African American,48153,0,0
Remainder of Two or More Race Responses,48153,0,0
Hispanic or Latino,48153,3405,1865
Total,48155,1275,1015
Not Hispanic or Latino,48155,990,840
American Indian or Alaska Native Alone,48155,4,4
Asian Alone,48155,0,0
Black or African American Alone,48155,30,15
Native Hawaiian or Other Pacific Islander Alone,48155,0,0
White Alone,48155,920,810
American Indian or Alaska Native and White,48155,0,0
Asian and White,48155,0,0
Black or African American and White,48155,25,10
American Indian or Alaska Native and Black or African American,48155,0,0
Remainder of Two or More Race Responses,48155,10,4
Hispanic or Latino,48155,285,175
Total,48157,765395,466250
Not Hispanic or Latino,48157,577895,375645
American Indian or Alaska Native Alone,48157,1715,1220
Asian Alone,48157,154515,79750
Black or African American Alone,48157,154600,106710
Native Hawaiian or Other Pacific Islander Alone,48157,395,150
White Alone,48157,254395,182550
American Indian or Alaska Native and White,48157,1215,905
Asian and White,48157,5180,1990
Black or African American and White,48157,4120,1355
American Indian or Alaska Native and Black or African American,48157,245,220
Remainder of Two or More Race Responses,48157,1510,795
Hispanic or Latino,48157,187500,90605
Total,48159,10715,7660
Not Hispanic or Latino,48159,9165,7050
American Indian or Alaska Native Alone,48159,30,30
Asian Alone,48159,4,4
Black or African American Alone,48159,470,375
Native Hawaiian or Other Pacific Islander Alone,48159,0,0
White Alone,48159,8450,6585
American Indian or Alaska Native and White,48159,90,25
Asian and White,48159,0,0
Black or African American and White,48159,120,25
American Indian or Alaska Native and Black or African American,48159,0,0
Remainder of Two or More Race Responses,48159,0,0
Hispanic or Latino,48159,1550,610
Total,48161,19715,14435
Not Hispanic or Latino,48161,16660,13135
American Indian or Alaska Native Alone,48161,80,80
Asian Alone,48161,90,50
Black or African American Alone,48161,3025,2445
Native Hawaiian or Other Pacific Islander Alone,48161,0,0
White Alone,48161,13190,10450
American Indian or Alaska Native and White,48161,100,100
Asian and White,48161,0,0
Black or African American and White,48161,85,0
American Indian or Alaska Native and Black or African American,48161,0,0
Remainder of Two or More Race Responses,48161,85,10
Hispanic or Latino,48161,3055,1300
Total,48163,19870,12655
Not Hispanic or Latino,48163,4120,3175
American Indian or Alaska Native Alone,48163,10,10
Asian Alone,48163,160,25
Black or African American Alone,48163,630,420
Native Hawaiian or Other Pacific Islander Alone,48163,0,0
White Alone,48163,3245,2655
American Indian or Alaska Native and White,48163,35,35
Asian and White,48163,0,0
Black or African American and White,48163,20,10
American Indian or Alaska Native and Black or African American,48163,20,20
Remainder of Two or More Race Responses,48163,0,0
Hispanic or Latino,48163,15755,9480
Total,48165,20705,10490
Not Hispanic or Latino,48165,12115,6325
American Indian or Alaska Native Alone,48165,55,15
Asian Alone,48165,100,15
Black or African American Alone,48165,450,285
Native Hawaiian or Other Pacific Islander Alone,48165,10,10
White Alone,48165,11495,6005
American Indian or Alaska Native and White,48165,4,4
Asian and White,48165,0,0
Black or African American and White,48165,0,0
American Indian or Alaska Native and Black or African American,48165,0,0
Remainder of Two or More Race Responses,48165,0,0
Hispanic or Latino,48165,8590,4165
Total,48167,332885,234350
Not Hispanic or Latino,48167,250880,191575
American Indian or Alaska Native Alone,48167,805,650
Asian Alone,48167,11120,6805
Black or African American Alone,48167,41190,30190
Native Hawaiian or Other Pacific Islander Alone,48167,110,80
White Alone,48167,191170,150220
American Indian or Alaska Native and White,48167,1620,1255
Asian and White,48167,1395,700
Black or African American and White,48167,2310,825
American Indian or Alaska Native and Black or African American,48167,280,230
Remainder of Two or More Race Responses,48167,885,620
Hispanic or Latino,48167,82005,42775
Total,48169,6070,3145
Not Hispanic or Latino,48169,2900,2380
American Indian or Alaska Native Alone,48169,10,4
Asian Alone,48169,120,95
Black or African American Alone,48169,340,285
Native Hawaiian or Other Pacific Islander Alone,48169,0,0
White Alone,48169,2405,1970
American Indian or Alaska Native and White,48169,0,0
Asian and White,48169,0,0
Black or African American and White,48169,25,25
American Indian or Alaska Native and Black or African American,48169,0,0
Remainder of Two or More Race Responses,48169,0,0
Hispanic or Latino,48169,3170,765
Total,48171,26460,19575
Not Hispanic or Latino,48171,20325,16975
American Indian or Alaska Native Alone,48171,85,20
Asian Alone,48171,30,20
Black or African American Alone,48171,20,20
Native Hawaiian or Other Pacific Islander Alone,48171,0,0
White Alone,48171,19810,16680
American Indian or Alaska Native and White,48171,180,155
Asian and White,48171,115,30
Black or African American and White,48171,75,45
American Indian or Alaska Native and Black or African American,48171,0,0
Remainder of Two or More Race Responses,48171,10,10
Hispanic or Latino,48171,6130,2600
Total,48173,1510,885
Not Hispanic or Latino,48173,850,700
American Indian or Alaska Native Alone,48173,0,0
Asian Alone,48173,0,0
Black or African American Alone,48173,0,0
Native Hawaiian or Other Pacific Islander Alone,48173,0,0
White Alone,48173,850,700
American Indian or Alaska Native and White,48173,0,0
Asian and White,48173,0,0
Black or African American and White,48173,0,0
American Indian or Alaska Native and Black or African American,48173,0,0
Remainder of Two or More Race Responses,48173,0,0
Hispanic or Latino,48173,660,180
Total,48175,7565,5695
Not Hispanic or Latino,48175,4855,3925
American Indian or Alaska Native Alone,48175,0,0
Asian Alone,48175,55,30
Black or African American Alone,48175,370,245
Native Hawaiian or Other Pacific Islander Alone,48175,0,0
White Alone,48175,4410,3625
American Indian or Alaska Native and White,48175,10,10
Asian and White,48175,4,4
Black or African American and White,48175,0,0
American Indian or Alaska Native and Black or African American,48175,0,0
Remainder of Two or More Race Responses,48175,0,0
Hispanic or Latino,48175,2710,1775
Total,48177,20730,13295
Not Hispanic or Latino,48177,10215,8275
American Indian or Alaska Native Alone,48177,30,30
Asian Alone,48177,75,60
Black or African American Alone,48177,1340,990
Native Hawaiian or Other Pacific Islander Alone,48177,4,4
White Alone,48177,8635,7125
American Indian or Alaska Native and White,48177,60,60
Asian and White,48177,0,0
Black or African American and White,48177,70,10
American Indian or Alaska Native and Black or African American,48177,0,0
Remainder of Two or More Race Responses,48177,0,0
Hispanic or Latino,48177,10520,5015
Total,48179,22410,15360
Not Hispanic or Latino,48179,15910,12495
American Indian or Alaska Native Alone,48179,150,100
Asian Alone,48179,150,45
Black or African American Alone,48179,965,900
Native Hawaiian or Other Pacific Islander Alone,48179,45,10
White Alone,48179,14195,11185
American Indian or Alaska Native and White,48179,165,160
Asian and White,48179,10,10
Black or African American and White,48179,210,65
American Indian or Alaska Native and Black or African American,48179,20,20
Remainder of Two or More Race Responses,48179,0,0
Hispanic or Latino,48179,6500,2870
Total,48181,131015,94395
Not Hispanic or Latino,48181,113435,88155
American Indian or Alaska Native Alone,48181,1355,1070
Asian Alone,48181,2060,815
Black or African American Alone,48181,6870,5390
Native Hawaiian or Other Pacific Islander Alone,48181,10,10
White Alone,48181,99025,78925
American Indian or Alaska Native and White,48181,1605,1170
Asian and White,48181,245,90
Black or African American and White,48181,2010,535
American Indian or Alaska Native and Black or African American,48181,135,65
Remainder of Two or More Race Responses,48181,115,85
Hispanic or Latino,48181,17575,6240
Total,48183,123445,84385
Not Hispanic or Latino,48183,100345,76735
American Indian or Alaska Native Alone,48183,215,195
Asian Alone,48183,1610,845
Black or African American Alone,48183,24505,17940
Native Hawaiian or Other Pacific Islander Alone,48183,130,130
White Alone,48183,71130,56420
American Indian or Alaska Native and White,48183,755,550
Asian and White,48183,350,135
Black or African American and White,48183,1365,345
American Indian or Alaska Native and Black or African American,48183,145,145
Remainder of Two or More Race Responses,48183,140,30
Hispanic or Latino,48183,23100,7645
Total,48185,27985,20350
Not Hispanic or Latino,48185,21225,17025
American Indian or Alaska Native Alone,48185,70,50
Asian Alone,48185,55,40
Black or African American Alone,48185,4165,3380
Native Hawaiian or Other Pacific Islander Alone,48185,0,0
White Alone,48185,16380,13285
American Indian or Alaska Native and White,48185,175,130
Asian and White,48185,0,0
Black or African American and White,48185,335,115
American Indian or Alaska Native and Black or African American,48185,20,20
Remainder of Two or More Race Responses,48185,25,4
Hispanic or Latino,48185,6760,3325
Total,48187,158965,113525
Not Hispanic or Latino,48187,98690,75525
American Indian or Alaska Native Alone,48187,280,245
Asian Alone,48187,2610,1685
Black or African American Alone,48187,12170,9520
Native Hawaiian or Other Pacific Islander Alone,48187,260,115
White Alone,48187,80350,62400
American Indian or Alaska Native and White,48187,775,580
Asian and White,48187,750,475
Black or African American and White,48187,830,190
American Indian or Alaska Native and Black or African American,48187,150,95
Remainder of Two or More Race Responses,48187,510,230
Hispanic or Latino,48187,60280,38000
Total,48189,33825,22280
Not Hispanic or Latino,48189,13715,11050
American Indian or Alaska Native Alone,48189,35,35
Asian Alone,48189,100,60
Black or African American Alone,48189,1535,1180
Native Hawaiian or Other Pacific Islander Alone,48189,4,4
White Alone,48189,11470,9330
American Indian or Alaska Native and White,48189,180,155
Asian and White,48189,90,50
Black or African American and White,48189,130,65
American Indian or Alaska Native and Black or African American,48189,90,90
Remainder of Two or More Race Responses,48189,85,80
Hispanic or Latino,48189,20110,11230
Total,48191,3050,2115
Not Hispanic or Latino,48191,1990,1670
American Indian or Alaska Native Alone,48191,15,15
Asian Alone,48191,10,10
Black or African American Alone,48191,190,170
Native Hawaiian or Other Pacific Islander Alone,48191,0,0
White Alone,48191,1695,1425
American Indian or Alaska Native and White,48191,45,45
Asian and White,48191,15,0
Black or African American and White,48191,15,0
American Indian or Alaska Native and Black or African American,48191,4,4
Remainder of Two or More Race Responses,48191,4,4
Hispanic or Latino,48191,1060,445
Total,48193,8330,6365
Not Hispanic or Latino,48193,7270,5910
American Indian or Alaska Native Alone,48193,120,120
Asian Alone,48193,0,0
Black or African American Alone,48193,65,65
Native Hawaiian or Other Pacific Islander Alone,48193,0,0
White Alone,48193,7030,5670
American Indian or Alaska Native and White,48193,55,55
Asian and White,48193,0,0
Black or African American and White,48193,0,0
American Indian or Alaska Native and Black or African American,48193,0,0
Remainder of Two or More Race Responses,48193,0,0
Hispanic or Latino,48193,1060,455
Total,48195,5520,2900
Not Hispanic or Latino,48195,2870,2220
American Indian or Alaska Native Alone,48195,10,10
Asian Alone,48195,4,4
Black or African American Alone,48195,4,4
Native Hawaiian or Other Pacific Islander Alone,48195,0,0
White Alone,48195,2850,2200
American Indian or Alaska Native and White,48195,0,0
Asian and White,48195,4,4
Black or African American and White,48195,0,0
American Indian or Alaska Native and Black or African American,48195,0,0
Remainder of Two or More Race Responses,48195,0,0
Hispanic or Latino,48195,2650,680
Total,48197,3945,2860
Not Hispanic or Latino,48197,3195,2555
American Indian or Alaska Native Alone,48197,45,45
Asian Alone,48197,0,0
Black or African American Alone,48197,230,190
Native Hawaiian or Other Pacific Islander Alone,48197,0,0
White Alone,48197,2830,2250
American Indian or Alaska Native and White,48197,10,10
Asian and White,48197,0,0
Black or African American and White,48197,20,0
American Indian or Alaska Native and Black or African American,48197,25,25
Remainder of Two or More Race Responses,48197,35,35
Hispanic or Latino,48197,750,305
Total,48199,56765,42090
Not Hispanic or Latino,48199,53535,40165
American Indian or Alaska Native Alone,48199,150,95
Asian Alone,48199,350,185
Black or African American Alone,48199,3180,2265
Native Hawaiian or Other Pacific Islander Alone,48199,0,0
White Alone,48199,49190,37295
American Indian or Alaska Native and White,48199,330,190
Asian and White,48199,150,80
Black or African American and White,48199,180,60
American Indian or Alaska Native and Black or African American,48199,0,0
Remainder of Two or More Race Responses,48199,0,0
Hispanic or Latino,48199,3230,1925
Total,48201,4646630,2705675
Not Hispanic or Latino,48201,2651515,1896630
American Indian or Alaska Native Alone,48201,8190,5945
Asian Alone,48201,325570,175790
Black or African American Alone,48201,867145,606145
Native Hawaiian or Other Pacific Islander Alone,48201,2490,1515
White Alone,48201,1381765,1073395
American Indian or Alaska Native and White,48201,9965,8440
Asian and White,48201,22755,8915
Black or African American and White,48201,19590,8135
American Indian or Alaska Native and Black or African American,48201,3395,2700
Remainder of Two or More Race Responses,48201,10650,5650
